vertebrate	SF1
vertebrate	HNRNPL
vertebrate	PTPRC
vertebrate	DST
vertebrate	TTN
vertebrate	KCNMA1
vertebrate	FOXP1
vertebrate	MAP3K4
vertebrate	SNORD115-1
vertebrate	SNORD116-4
vertebrate	RP11-439A17.4
vertebrate	HIST
vertebrate	PTBP1
vertebrate	RHOH
insect	Nmnat
insect	slo
insect	Ca-alpha1D
insect	Dscam
insect	14-3-3zeta
insect	Mhc
insect	GluClalpha
insect	MRP
insect	TepII
nematode	lin-49
nematode	slo-1
nematode	mrp-1
nematode	clp-1
